sample	group	feature	value	view
C3006	IBD	K03046: DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]	66.0	proteomics
C3006	IBD	K01803: triosephosphate isomerase (TIM) [EC:5.3.1.1]	103.0	proteomics
C3006	IBD	K07175: PhoH-like ATPase	4.0	proteomics
C3006	IBD	K00615: transketolase [EC:2.2.1.1]	11.0	proteomics
C3006	IBD	K01876: aspartyl-tRNA synthetase [EC:6.1.1.12]	24.0	proteomics
C3006	IBD	K03809: NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	19.0	proteomics
C3006	IBD	K01787: N-acylglucosamine 2-epimerase [EC:5.1.3.8]	0.0	proteomics
C3006	IBD	IGHG1	407527.0	transcriptomics
C3006	IBD	PIGR	1243304.0	transcriptomics
C3006	IBD	IGHA1	769016.0	transcriptomics
C3006	IBD	IGHM	118900.0	transcriptomics
C3006	IBD	REG1A	263889.0	transcriptomics
C3006	IBD	IGHA2	542472.0	transcriptomics
C3006	IBD	IGJ	1287245.0	transcriptomics
C3006	IBD	OLFM4	728847.0	transcriptomics
C3006	IBD	CEACAM5	669305.0	transcriptomics
C3006	IBD	REG1B	33761.0	transcriptomics
C3006	IBD	ITLN1	100289.0	transcriptomics
C3006	IBD	B2M	1379381.0	transcriptomics
C3006	IBD	IGKV3-20	204820.0	transcriptomics
C3006	IBD	MMP1	15430.0	transcriptomics
C3006	IBD	CLCA1	721336.0	transcriptomics
C3006	IBD	COL3A1	242057.0	transcriptomics
C3006	IBD	ALDOB	515149.0	transcriptomics
C3006	IBD	hsa-mir-6723	21262.0	transcriptomics
C3006	IBD	IGKV3-11	147473.0	transcriptomics
C3006	IBD	AGR2	393254.0	transcriptomics
C3006	IBD	LCN2	126111.0	transcriptomics
C3006	IBD	MMP3	8747.0	transcriptomics
C3006	IBD	SLC26A3	578619.0	transcriptomics
C3006	IBD	IGHV3-23	204800.0	transcriptomics
C3006	IBD	EEF1A1	1569192.0	transcriptomics
C3006	IBD	PWY-6737: starch degradation V	0.1864434	metagenomics
C3006	IBD	PPGPPMET-PWY: ppGpp biosynthesis	0.0043841662	metagenomics
C3006	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.06608089	metagenomics
C3006	IBD	DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	0.10000541	metagenomics
C3006	IBD	PWY0-1319: CDP-diacylglycerol biosynthesis II	0.1572236	metagenomics
C3006	IBD	PWY-5667: CDP-diacylglycerol biosynthesis I	0.1572236	metagenomics
C3006	IBD	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	0.02945919	metagenomics
C3006	IBD	PWY-6737: starch degradation V|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.02959691	metagenomics
C3006	IBD	PWY-5484: glycolysis II (from fructose 6-phosphate)	0.02940102	metagenomics
C3006	IBD	PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0.05632504	metagenomics
C3006	IBD	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0.04887974	metagenomics
C3006	IBD	PWY-6609: adenine and adenosine salvage III	0.07613563	metagenomics
C3006	IBD	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0.0477696	metagenomics
C3006	IBD	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	0.05495791	metagenomics
C3006	IBD	PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_vulgatus	0.05010743	metagenomics
C3006	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|unclassified	0.06006031	metagenomics
C3006	IBD	PWY-6737: starch degradation V|unclassified	0.05283124	metagenomics
C3006	IBD	PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_vulgatus	0.0554521	metagenomics
C3006	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	0.009184624	metagenomics
C3006	IBD	PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	0.05083371	metagenomics
C3006	IBD	PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.04788879	metagenomics
C3006	IBD	PWY-6700: queuosine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.04352785	metagenomics
C3006	IBD	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.048327539999999995	metagenomics
C3006	IBD	VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.0470084	metagenomics
C3006	IBD	PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_vulgatus	0.0470084	metagenomics
C3008	IBD	UNGROUPED	11828.0	proteomics
C3008	IBD	K00262: glutamate dehydrogenase (NADP+) [EC:1.4.1.4]	173.0	proteomics
C3008	IBD	K01006: pyruvate, orthophosphate dikinase [EC:2.7.9.1]	19.0	proteomics
C3008	IBD	K03737: pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]	3.0	proteomics
C3008	IBD	K01805: xylose isomerase [EC:5.3.1.5]	111.0	proteomics
C3008	IBD	K02358: elongation factor EF-Tu	47.0	proteomics
C3008	IBD	K01812: glucuronate isomerase [EC:5.3.1.12]	66.0	proteomics
C3008	IBD	K00831: phosphoserine aminotransferase [EC:2.6.1.52]	22.0	proteomics
C3008	IBD	K03521: electron transfer flavoprotein beta subunit	3.0	proteomics
C3008	IBD	K00024: malate dehydrogenase [EC:1.1.1.37]	27.0	proteomics
C3008	IBD	K00626: acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	2.0	proteomics
C3008	IBD	K02967: small subunit ribosomal protein S2	1.0	proteomics
C3008	IBD	K10117: raffinose/stachyose/melibiose transport system substrate-binding protein	42.0	proteomics
C3008	IBD	K04043: molecular chaperone DnaK	36.0	proteomics
C3008	IBD	K04077: chaperonin GroEL	23.0	proteomics
C3008	IBD	K01960: pyruvate carboxylase subunit B [EC:6.4.1.1]	2.0	proteomics
C3008	IBD	K01278: dipeptidyl-peptidase 4 [EC:3.4.14.5]	44.0	proteomics
C3008	IBD	K02357: elongation factor EF-Ts	11.0	proteomics
C3008	IBD	K03046: DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]	17.0	proteomics
C3008	IBD	K01803: triosephosphate isomerase (TIM) [EC:5.3.1.1]	97.0	proteomics
C3008	IBD	K07175: PhoH-like ATPase	0.0	proteomics
C3008	IBD	K00615: transketolase [EC:2.2.1.1]	0.0	proteomics
C3008	IBD	K01876: aspartyl-tRNA synthetase [EC:6.1.1.12]	11.0	proteomics
C3008	IBD	K03809: NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	0.0	proteomics
C3008	IBD	K01787: N-acylglucosamine 2-epimerase [EC:5.1.3.8]	51.0	proteomics
C3008	IBD	IGHG1	17850.0	transcriptomics
C3008	IBD	PIGR	788504.0	transcriptomics
C3008	IBD	IGHA1	174360.0	transcriptomics
C3008	IBD	IGHM	22326.0	transcriptomics
C3008	IBD	REG1A	39754.0	transcriptomics
C3008	IBD	IGHA2	78483.0	transcriptomics
C3008	IBD	IGJ	231618.0	transcriptomics
C3008	IBD	OLFM4	94862.0	transcriptomics
C3008	IBD	CEACAM5	275168.0	transcriptomics
C3008	IBD	REG1B	1567.0	transcriptomics
C3008	IBD	ITLN1	63565.0	transcriptomics
C3008	IBD	B2M	972917.0	transcriptomics
C3008	IBD	IGKV3-20	29546.0	transcriptomics
C3008	IBD	MMP1	789.0	transcriptomics
C3008	IBD	CLCA1	707621.0	transcriptomics
C3008	IBD	COL3A1	53323.0	transcriptomics
C3008	IBD	ALDOB	659666.0	transcriptomics
C3008	IBD	hsa-mir-6723	22155.0	transcriptomics
C3008	IBD	IGKV3-11	16672.0	transcriptomics
C3008	IBD	AGR2	170980.0	transcriptomics
C3008	IBD	LCN2	4714.0	transcriptomics
C3008	IBD	MMP3	203.0	transcriptomics
C3008	IBD	SLC26A3	632746.0	transcriptomics
C3008	IBD	IGHV3-23	16213.0	transcriptomics
C3008	IBD	EEF1A1	857911.0	transcriptomics
C3008	IBD	PWY-6737: starch degradation V	0.14525967	metagenomics
C3008	IBD	PPGPPMET-PWY: ppGpp biosynthesis	0.019978504	metagenomics
C3008	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.00470296	metagenomics
C3008	IBD	DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	0.05976204	metagenomics
C3008	IBD	PWY0-1319: CDP-diacylglycerol biosynthesis II	0.1037487	metagenomics
C3008	IBD	PWY-5667: CDP-diacylglycerol biosynthesis I	0.1037487	metagenomics
C3008	IBD	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	0.01777672	metagenomics
C3008	IBD	PWY-6737: starch degradation V|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0004608484	metagenomics
C3008	IBD	PWY-5484: glycolysis II (from fructose 6-phosphate)	0.017684817	metagenomics
C3008	IBD	PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0.0044676007	metagenomics
C3008	IBD	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0.00466898	metagenomics
C3008	IBD	PWY-6609: adenine and adenosine salvage III	0.0347799	metagenomics
C3008	IBD	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0.003486658	metagenomics
C3008	IBD	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	0.0020413099999999997	metagenomics
C3008	IBD	PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_vulgatus	0.003287849	metagenomics
C3008	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|unclassified	0.10217586	metagenomics
C3008	IBD	PWY-6737: starch degradation V|unclassified	0.050102350000000004	metagenomics
C3008	IBD	PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_vulgatus	0.0015622088	metagenomics
C3008	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	0.000483157	metagenomics
C3008	IBD	PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	0.001976133	metagenomics
C3008	IBD	PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.0014010931	metagenomics
C3008	IBD	PWY-6700: queuosine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.012817789999999999	metagenomics
C3008	IBD	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.002427529	metagenomics
C3008	IBD	VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.0015039715000000002	metagenomics
C3008	IBD	PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_vulgatus	0.0015039715000000002	metagenomics
C3010	IBD	UNGROUPED	16850.0	proteomics
C3010	IBD	K00262: glutamate dehydrogenase (NADP+) [EC:1.4.1.4]	399.0	proteomics
C3010	IBD	K01006: pyruvate, orthophosphate dikinase [EC:2.7.9.1]	200.0	proteomics
C3010	IBD	K03737: pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]	149.0	proteomics
C3010	IBD	K01805: xylose isomerase [EC:5.3.1.5]	93.0	proteomics
C3010	IBD	K02358: elongation factor EF-Tu	388.0	proteomics
C3010	IBD	K01812: glucuronate isomerase [EC:5.3.1.12]	61.0	proteomics
C3010	IBD	K00831: phosphoserine aminotransferase [EC:2.6.1.52]	29.0	proteomics
C3010	IBD	K03521: electron transfer flavoprotein beta subunit	48.0	proteomics
C3010	IBD	K00024: malate dehydrogenase [EC:1.1.1.37]	83.0	proteomics
C3010	IBD	K00626: acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	74.0	proteomics
C3010	IBD	K02967: small subunit ribosomal protein S2	66.0	proteomics
C3010	IBD	K10117: raffinose/stachyose/melibiose transport system substrate-binding protein	123.0	proteomics
C3010	IBD	K04043: molecular chaperone DnaK	195.0	proteomics
C3010	IBD	K04077: chaperonin GroEL	202.0	proteomics
C3010	IBD	K01960: pyruvate carboxylase subunit B [EC:6.4.1.1]	17.0	proteomics
C3010	IBD	K01278: dipeptidyl-peptidase 4 [EC:3.4.14.5]	5.0	proteomics
C3010	IBD	K02357: elongation factor EF-Ts	83.0	proteomics
C3010	IBD	K03046: DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]	119.0	proteomics
C3010	IBD	K01803: triosephosphate isomerase (TIM) [EC:5.3.1.1]	78.0	proteomics
C3010	IBD	K07175: PhoH-like ATPase	17.0	proteomics
C3010	IBD	K00615: transketolase [EC:2.2.1.1]	11.0	proteomics
C3010	IBD	K01876: aspartyl-tRNA synthetase [EC:6.1.1.12]	46.0	proteomics
C3010	IBD	K03809: NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	1.0	proteomics
C3010	IBD	K01787: N-acylglucosamine 2-epimerase [EC:5.1.3.8]	5.0	proteomics
C3010	IBD	IGHG1	11206.0	transcriptomics
C3010	IBD	PIGR	1138429.0	transcriptomics
C3010	IBD	IGHA1	321943.0	transcriptomics
C3010	IBD	IGHM	73049.0	transcriptomics
C3010	IBD	REG1A	87415.0	transcriptomics
C3010	IBD	IGHA2	130996.0	transcriptomics
C3010	IBD	IGJ	467479.0	transcriptomics
C3010	IBD	OLFM4	172339.0	transcriptomics
C3010	IBD	CEACAM5	362400.0	transcriptomics
C3010	IBD	REG1B	2415.0	transcriptomics
C3010	IBD	ITLN1	133154.0	transcriptomics
C3010	IBD	B2M	1170959.0	transcriptomics
C3010	IBD	IGKV3-20	66295.0	transcriptomics
C3010	IBD	MMP1	736.0	transcriptomics
C3010	IBD	CLCA1	560274.0	transcriptomics
C3010	IBD	COL3A1	50848.0	transcriptomics
C3010	IBD	ALDOB	705005.0	transcriptomics
C3010	IBD	hsa-mir-6723	20740.0	transcriptomics
C3010	IBD	IGKV3-11	33110.0	transcriptomics
C3010	IBD	AGR2	164102.0	transcriptomics
C3010	IBD	LCN2	20358.0	transcriptomics
C3010	IBD	MMP3	132.0	transcriptomics
C3010	IBD	SLC26A3	599243.0	transcriptomics
C3010	IBD	IGHV3-23	41935.0	transcriptomics
C3010	IBD	EEF1A1	1049852.0	transcriptomics
C3010	IBD	PWY-6737: starch degradation V	0.213071	metagenomics
C3010	IBD	PPGPPMET-PWY: ppGpp biosynthesis	0.00076845286	metagenomics
C3010	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.09243471	metagenomics
C3010	IBD	DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	0.12604298	metagenomics
C3010	IBD	PWY0-1319: CDP-diacylglycerol biosynthesis II	0.1993266	metagenomics
C3010	IBD	PWY-5667: CDP-diacylglycerol biosynthesis I	0.1993266	metagenomics
C3010	IBD	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	0.04874648	metagenomics
C3010	IBD	PWY-6737: starch degradation V|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.03492141	metagenomics
C3010	IBD	PWY-5484: glycolysis II (from fructose 6-phosphate)	0.04878541	metagenomics
C3010	IBD	PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0.09580429	metagenomics
C3010	IBD	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0.06127284	metagenomics
C3010	IBD	PWY-6609: adenine and adenosine salvage III	0.08894976	metagenomics
C3010	IBD	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0.05975609	metagenomics
C3010	IBD	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	0.07753322	metagenomics
C3010	IBD	PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_vulgatus	0.07171403	metagenomics
C3010	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|unclassified	0.048535800000000004	metagenomics
C3010	IBD	PWY-6737: starch degradation V|unclassified	0.025976315	metagenomics
C3010	IBD	PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_vulgatus	0.07295059	metagenomics
C3010	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	0.025650327	metagenomics
C3010	IBD	PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	0.07266827	metagenomics
C3010	IBD	PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.06678172	metagenomics
C3010	IBD	PWY-6700: queuosine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.07475773	metagenomics
C3010	IBD	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.06286135	metagenomics
C3010	IBD	VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.06322798	metagenomics
C3010	IBD	PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_vulgatus	0.06322798	metagenomics
C3011	IBD	UNGROUPED	11178.0	proteomics
C3011	IBD	K00262: glutamate dehydrogenase (NADP+) [EC:1.4.1.4]	372.0	proteomics
C3011	IBD	K01006: pyruvate, orthophosphate dikinase [EC:2.7.9.1]	196.0	proteomics
C3011	IBD	K03737: pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]	127.0	proteomics
C3011	IBD	K01805: xylose isomerase [EC:5.3.1.5]	74.0	proteomics
C3011	IBD	K02358: elongation factor EF-Tu	256.0	proteomics
C3011	IBD	K01812: glucuronate isomerase [EC:5.3.1.12]	39.0	proteomics
C3011	IBD	K00831: phosphoserine aminotransferase [EC:2.6.1.52]	5.0	proteomics
C3011	IBD	K03521: electron transfer flavoprotein beta subunit	33.0	proteomics
C3011	IBD	K00024: malate dehydrogenase [EC:1.1.1.37]	39.0	proteomics
C3011	IBD	K00626: acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	63.0	proteomics
C3011	IBD	K02967: small subunit ribosomal protein S2	46.0	proteomics
C3011	IBD	K10117: raffinose/stachyose/melibiose transport system substrate-binding protein	234.0	proteomics
C3011	IBD	K04043: molecular chaperone DnaK	123.0	proteomics
C3011	IBD	K04077: chaperonin GroEL	233.0	proteomics
C3011	IBD	K01960: pyruvate carboxylase subunit B [EC:6.4.1.1]	3.0	proteomics
C3011	IBD	K01278: dipeptidyl-peptidase 4 [EC:3.4.14.5]	0.0	proteomics
C3011	IBD	K02357: elongation factor EF-Ts	35.0	proteomics
C3011	IBD	K03046: DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]	57.0	proteomics
C3011	IBD	K01803: triosephosphate isomerase (TIM) [EC:5.3.1.1]	53.0	proteomics
C3011	IBD	K07175: PhoH-like ATPase	3.0	proteomics
C3011	IBD	K00615: transketolase [EC:2.2.1.1]	57.0	proteomics
C3011	IBD	K01876: aspartyl-tRNA synthetase [EC:6.1.1.12]	16.0	proteomics
C3011	IBD	K03809: NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	0.0	proteomics
C3011	IBD	K01787: N-acylglucosamine 2-epimerase [EC:5.1.3.8]	0.0	proteomics
C3011	IBD	IGHG1	241613.0	transcriptomics
C3011	IBD	PIGR	683017.0	transcriptomics
C3011	IBD	IGHA1	481786.0	transcriptomics
C3011	IBD	IGHM	255217.0	transcriptomics
C3011	IBD	REG1A	268104.0	transcriptomics
C3011	IBD	IGHA2	242902.0	transcriptomics
C3011	IBD	IGJ	404859.0	transcriptomics
C3011	IBD	OLFM4	602475.0	transcriptomics
C3011	IBD	CEACAM5	392913.0	transcriptomics
C3011	IBD	REG1B	73976.0	transcriptomics
C3011	IBD	ITLN1	86570.0	transcriptomics
C3011	IBD	B2M	1046663.0	transcriptomics
C3011	IBD	IGKV3-20	161053.0	transcriptomics
C3011	IBD	MMP1	4952.0	transcriptomics
C3011	IBD	CLCA1	522803.0	transcriptomics
C3011	IBD	COL3A1	236223.0	transcriptomics
C3011	IBD	ALDOB	427735.0	transcriptomics
C3011	IBD	hsa-mir-6723	24347.0	transcriptomics
C3011	IBD	IGKV3-11	77137.0	transcriptomics
C3011	IBD	AGR2	183760.0	transcriptomics
C3011	IBD	LCN2	40964.0	transcriptomics
C3011	IBD	MMP3	1261.0	transcriptomics
C3011	IBD	SLC26A3	392980.0	transcriptomics
C3011	IBD	IGHV3-23	229831.0	transcriptomics
C3011	IBD	EEF1A1	854953.0	transcriptomics
C3011	IBD	PWY-6737: starch degradation V	0.3276874	metagenomics
C3011	IBD	PPGPPMET-PWY: ppGpp biosynthesis	0.012317953999999999	metagenomics
C3011	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.027569189	metagenomics
C3011	IBD	DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	0.19957117	metagenomics
C3011	IBD	PWY0-1319: CDP-diacylglycerol biosynthesis II	0.2905324	metagenomics
C3011	IBD	PWY-5667: CDP-diacylglycerol biosynthesis I	0.2905324	metagenomics
C3011	IBD	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	0.077055425	metagenomics
C3011	IBD	PWY-6737: starch degradation V|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.05576076	metagenomics
C3011	IBD	PWY-5484: glycolysis II (from fructose 6-phosphate)	0.075163184	metagenomics
C3011	IBD	PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0.11090524	metagenomics
C3011	IBD	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0.024132985	metagenomics
C3011	IBD	PWY-6609: adenine and adenosine salvage III	0.15329881	metagenomics
C3011	IBD	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0.023722413	metagenomics
C3011	IBD	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	0.022723338	metagenomics
C3011	IBD	PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_vulgatus	0.024749415	metagenomics
C3011	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|unclassified	0.09020504	metagenomics
C3011	IBD	PWY-6737: starch degradation V|unclassified	0.08193392	metagenomics
C3011	IBD	PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_vulgatus	0.025725618	metagenomics
C3011	IBD	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	0.014935048	metagenomics
C3011	IBD	PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	0.021204982	metagenomics
C3011	IBD	PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.022139633	metagenomics
C3011	IBD	PWY-6700: queuosine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.02032038	metagenomics
C3011	IBD	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.021127085	metagenomics
C3011	IBD	VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.020771917	metagenomics
C3011	IBD	PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_vulgatus	0.020771917	metagenomics
C3012	IBD	UNGROUPED	11067.0	proteomics
C3012	IBD	K00262: glutamate dehydrogenase (NADP+) [EC:1.4.1.4]	273.0	proteomics
C3012	IBD	K01006: pyruvate, orthophosphate dikinase [EC:2.7.9.1]	140.0	proteomics
C3012	IBD	K03737: pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]	101.0	proteomics
C3012	IBD	K01805: xylose isomerase [EC:5.3.1.5]	96.0	proteomics
